2021-08-05T16:38:46+02:00
Running build/bin/bench
Run on (8 X 3900 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x4)
  L1 Instruction 32 KiB (x4)
  L2 Unified 1024 KiB (x4)
  L3 Unified 8448 KiB (x1)
Load Average: 0.05, 0.19, 0.30
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"BytesProcessed","ItemsProcessed","dataSize","wireSize"
"CapnProto/256/0/0/repeats:3_median",3,2503.13,2503.1,ns,,,,,,3.03664e+09,399505,7601,6768
"CapnProto/256/0/0/repeats:3_stddev",3,4.37464,4.40375,ns,,,,,,5.35721e+06,704.803,0,0
"CapnProto/512/0/0/repeats:3",146506,4770.54,4770.36,ns,,,,,,3.09599e+09,209628,14769,12968
"CapnProto/512/0/0/repeats:3",146506,4732.94,4732.87,ns,,,,,,3.12052e+09,211288,14769,12968
"CapnProto/512/0/0/repeats:3",146506,4694,4693.9,ns,,,,,,3.14642e+09,213042,14769,12968
"CapnProto/512/0/0/repeats:3_mean",3,4732.49,4732.38,ns,,,,,,3.12098e+09,211319,14769,12968
"CapnProto/512/0/0/repeats:3_median",3,4732.94,4732.87,ns,,,,,,3.12052e+09,211288,14769,12968
"CapnProto/512/0/0/repeats:3_stddev",3,38.273,38.2311,ns,,,,,,2.52179e+07,1707.49,0,0
"CapnProto/1024/0/0/repeats:3",77097,8439.67,8439.37,ns,,,,,,3.44872e+09,118492,29105,25328
"CapnProto/1024/0/0/repeats:3",77097,8545.11,8545.06,ns,,,,,,3.40606e+09,117027,29105,25328
"CapnProto/1024/0/0/repeats:3",77097,8470.39,8470.29,ns,,,,,,3.43613e+09,118060,29105,25328
"CapnProto/1024/0/0/repeats:3_mean",3,8485.06,8484.91,ns,,,,,,3.4303e+09,117860,29105,25328
"CapnProto/1024/0/0/repeats:3_median",3,8470.39,8470.29,ns,,,,,,3.43613e+09,118060,29105,25328
"CapnProto/1024/0/0/repeats:3_stddev",3,54.2282,54.3432,ns,,,,,,2.19177e+07,753.058,0,0
"CapnProto/2048/0/0/repeats:3",43332,15671.9,15671.6,ns,,,,,,3.68673e+09,63809.6,57777,50048
"CapnProto/2048/0/0/repeats:3",43332,15804,15803.6,ns,,,,,,3.65594e+09,63276.7,57777,50048
"CapnProto/2048/0/0/repeats:3",43332,16138.9,16138.5,ns,,,,,,3.58008e+09,61963.7,57777,50048
"CapnProto/2048/0/0/repeats:3_mean",3,15871.6,15871.2,ns,,,,,,3.64091e+09,63016.7,57777,50048
"CapnProto/2048/0/0/repeats:3_median",3,15804,15803.6,ns,,,,,,3.65594e+09,63276.7,57777,50048
"CapnProto/2048/0/0/repeats:3_stddev",3,240.718,240.668,ns,,,,,,5.48904e+07,950.04,0,0
"CapnProto/4096/0/0/repeats:3",23260,29696.5,29695.9,ns,,,,,,3.87667e+09,33674.7,115121,99456
"CapnProto/4096/0/0/repeats:3",23260,29776.3,29776.1,ns,,,,,,3.86622e+09,33583.9,115121,99456
"CapnProto/4096/0/0/repeats:3",23260,29671.2,29670.6,ns,,,,,,3.87996e+09,33703.4,115121,99456
"CapnProto/4096/0/0/repeats:3_mean",3,29714.7,29714.2,ns,,,,,,3.87428e+09,33654,115121,99456
"CapnProto/4096/0/0/repeats:3_median",3,29696.5,29695.9,ns,,,,,,3.87667e+09,33674.7,115121,99456
"CapnProto/4096/0/0/repeats:3_stddev",3,54.8618,55.0903,ns,,,,,,7.17703e+06,62.3434,0,0
"CapnProto/8192/0/0/repeats:3",11462,59041.6,59039.4,ns,,,,,,3.89247e+09,16937.8,229809,198272
"CapnProto/8192/0/0/repeats:3",11462,59780.6,59780.3,ns,,,,,,3.84423e+09,16727.9,229809,198272
"CapnProto/8192/0/0/repeats:3",11462,59438.2,59436.8,ns,,,,,,3.86645e+09,16824.6,229809,198272
"CapnProto/8192/0/0/repeats:3_mean",3,59420.1,59418.8,ns,,,,,,3.86771e+09,16830.1,229809,198272
"CapnProto/8192/0/0/repeats:3_median",3,59438.2,59436.8,ns,,,,,,3.86645e+09,16824.6,229809,198272
"CapnProto/8192/0/0/repeats:3_stddev",3,369.824,370.754,ns,,,,,,2.41446e+07,105.064,0,0
